date,home_team,away_team,home_score,away_score,tournament,city,country,neutral
19131026,Hungary,Austria,4,3,Friendly,Budapest,Hungary,FALSE
19131026,Norway,Sweden,1,1,Friendly,Kristiania,Norway,FALSE
19131026,Uruguay,Argentina,1,0,Copa Newton,Montevideo,Uruguay,FALSE
19131102,Belgium,Switzerland,2,0,Friendly,Verviers,Belgium,FALSE
19131123,Belgium,Germany,6,2,Friendly,Antwerp,Belgium,FALSE
19140111,Italy,Austria,0,0,Friendly,Milan,Italy,FALSE
19140119,Wales,Northern Ireland,1,2,British Championship,Wrexham,Wales,FALSE
19140125,France,Belgium,4,3,Friendly,Lille,France,FALSE
19140208,Luxembourg,France,5,4,Friendly,Luxembourg,Luxembourg,FALSE
19140214,England,Northern Ireland,0,3,British Championship,Middlesbrough,England,FALSE
19140228,Scotland,Wales,0,0,British Championship,Glasgow,Scotland,FALSE
19140308,France,Switzerland,2,2,Friendly,Saint-Ouen,France,FALSE
19140314,Northern Ireland,Scotland,1,1,British Championship,Belfast,Ireland,FALSE
19140315,Belgium,Netherlands,2,4,Friendly,Antwerp,Belgium,FALSE
19140316,Wales,England,0,2,British Championship,Cardiff,Wales,FALSE
19140329,Italy,France,2,0,Friendly,Turin,Italy,FALSE
19140405,Italy,Switzerland,1,1,Friendly,Genoa,Italy,FALSE
19140405,Netherlands,Germany,4,4,Friendly,Amsterdam,Netherlands,FALSE
19140426,Netherlands,Belgium,4,2,Friendly,Amsterdam,Netherlands,FALSE
19140503,Austria,Hungary,2,0,Friendly,Vienna,Austria,FALSE
19140517,Denmark,Netherlands,4,3,Friendly,Copenhagen,Denmark,FALSE
19140517,Switzerland,Italy,0,1,Friendly,Berne,Switzerland,FALSE
19140524,Sweden,Finland,4,3,Friendly,Solna,Sweden,FALSE
19140531,Hungary,France,5,1,Friendly,Budapest,Hungary,FALSE
19140621,Sweden,Hungary,1,1,Friendly,Solna,Sweden,FALSE
19140628,Norway,Sweden,0,1,Friendly,Kristiania,Norway,FALSE
19140705,Sweden,Russia,2,2,Friendly,Solna,Sweden,FALSE
19140712,Norway,Russia,1,1,Friendly,Kristiania,Norway,FALSE
19140830,Uruguay,Argentina,3,2,Copa Premio Honor Uruguayo,Montevideo,Uruguay,FALSE
19140913,Argentina,Uruguay,2,1,Copa Premio Honor Argentino,Buenos Aires,Argentina,FALSE
19140920,Argentina,Brazil,3,0,Friendly,Buenos Aires,Argentina,FALSE
19140927,Argentina,Brazil,0,1,Copa Roca,Buenos Aires,Argentina,FALSE
19141004,Hungary,Austria,2,2,Friendly,Budapest,Hungary,FALSE
19141025,Sweden,Norway,7,0,Friendly,Solna,Sweden,FALSE
19141108,Austria,Hungary,1,2,Friendly,Vienna,Austria,FALSE
19150131,Italy,Switzerland,3,1,Friendly,Turin,Italy,FALSE
19150502,Hungary,Austria,2,5,Friendly,Budapest,Hungary,FALSE
19150530,Austria,Hungary,1,2,Friendly,Vienna,Austria,FALSE
19150606,Denmark,Sweden,2,0,Friendly,Copenhagen,Denmark,FALSE
19150627,Norway,Sweden,1,1,Friendly,Kristiania,Norway,FALSE
19150718,Uruguay,Argentina,2,3,Copa Premio Honor Uruguayo,Montevideo,Uruguay,FALSE
19150815,Argentina,Uruguay,2,1,Copa Lipton,Buenos Aires,Argentina,FALSE
19150912,Uruguay,Argentina,2,0,Copa Newton,Montevideo,Uruguay,FALSE
19150919,Denmark,Norway,8,1,Friendly,Copenhagen,Denmark,FALSE
19151003,Austria,Hungary,4,2,Friendly,Vienna,Austria,FALSE
19151024,Sweden,Norway,5,2,Friendly,Stockholm,Sweden,FALSE
19151031,Sweden,Denmark,0,2,Friendly,Stockholm,Sweden,FALSE
19151107,Hungary,Austria,6,2,Friendly,Budapest,Hungary,FALSE
19160507,Austria,Hungary,3,1,Friendly,Vienna,Austria,FALSE
19160604,Denmark,Sweden,2,0,Friendly,Copenhagen,Denmark,FALSE
19160604,Hungary,Austria,2,1,Friendly,Budapest,Hungary,FALSE
19160625,Norway,Denmark,0,2,Friendly,Kristiania,Norway,FALSE
19160702,Chile,Uruguay,0,4,Copa America,Buenos Aires,Argentina,TRUE
19160702,Sweden,Norway,6,0,Friendly,Stockholm,Sweden,FALSE
19160706,Argentina,Chile,6,1,Copa America,Buenos Aires,Argentina,FALSE
19160708,Brazil,Chile,1,1,Copa America,Buenos Aires,Argentina,TRUE
19160710,Argentina,Brazil,1,1,Copa America,Buenos Aires,Argentina,FALSE
19160712,Argentina,Chile,1,0,Friendly,Buenos Aires,Argentina,FALSE
19160712,Brazil,Uruguay,1,2,Copa America,Buenos Aires,Argentina,TRUE
19160714,Uruguay,Chile,4,1,Friendly,Montevideo,Uruguay,FALSE
19160717,Argentina,Uruguay,0,0,Copa America,Avellaneda,Argentina,FALSE
19160718,Uruguay,Brazil,0,1,Friendly,Montevideo,Uruguay,FALSE
19160815,Argentina,Uruguay,3,1,Copa Newton,Avellaneda,Argentina,FALSE
19160815,Uruguay,Argentina,1,2,Copa Lipton,Montevideo,Uruguay,FALSE
19160820,Sweden,USA,2,3,Friendly,Stockholm,Sweden,FALSE
19160903,Norway,USA,1,1,Friendly,Kristiania,Norway,FALSE
19161001,Argentina,Uruguay,7,2,Friendly,Avellaneda,Argentina,FALSE
19161001,Hungary,Austria,2,3,Friendly,Budapest,Hungary,FALSE
19161001,Norway,Sweden,0,0,Friendly,Kristiania,Norway,FALSE
19161001,Uruguay,Argentina,0,1,Copa Premio Honor Uruguayo,Montevideo,Uruguay,FALSE
19161008,Sweden,Denmark,4,0,Friendly,Stockholm,Sweden,FALSE
19161015,Denmark,Norway,8,0,Friendly,Copenhagen,Denmark,FALSE
19161029,Uruguay,Argentina,3,1,Friendly,Montevideo,Uruguay,FALSE
19161105,Austria,Hungary,3,3,Friendly,Vienna,Austria,FALSE
19170506,Austria,Hungary,1,1,Friendly,Vienna,Austria,FALSE
19170507,Japan,Philippines,2,15,Friendly,Tokyo,Japan,FALSE
19170603,Denmark,Sweden,1,1,Friendly,Copenhagen,Denmark,FALSE
19170603,Hungary,Austria,6,2,Friendly,Budapest,Hungary,FALSE
19170617,Norway,Denmark,1,2,Friendly,Kristiania,Norway,FALSE
19170715,Austria,Hungary,1,4,Friendly,Vienna,Austria,FALSE
19170718,Uruguay,Argentina,0,2,Copa Premio Honor Uruguayo,Montevideo,Uruguay,FALSE
19170815,Argentina,Uruguay,1,0,Copa Lipton,Avellaneda,Argentina,FALSE
19170819,Sweden,Norway,3,3,Friendly,Helsingborg,Sweden,FALSE
19170902,Uruguay,Argentina,1,0,Copa Newton,Montevideo,Uruguay,FALSE
19170916,Norway,Sweden,0,2,Friendly,Kristiania,Norway,FALSE
19170930,Uruguay,Chile,4,0,Copa America,Montevideo,Uruguay,FALSE
19171003,Argentina,Brazil,4,2,Copa America,Montevideo,Uruguay,TRUE
19171006,Argentina,Chile,1,0,Copa America,Montevideo,Uruguay,TRUE
19171007,Denmark,Norway,12,0,Friendly,Copenhagen,Denmark,FALSE
19171007,Hungary,Austria,2,1,Friendly,Budapest,Hungary,FALSE
19171007,Uruguay,Brazil,4,0,Copa America,Montevideo,Uruguay,FALSE
19171012,Brazil,Chile,5,0,Copa America,Montevideo,Uruguay,TRUE
19171014,Sweden,Denmark,1,2,Friendly,Stockholm,Sweden,FALSE
19171014,Uruguay,Argentina,1,0,Copa America,Montevideo,Uruguay,FALSE
19171016,Uruguay,Brazil,3,1,Friendly,Montevideo,Uruguay,FALSE
19171104,Austria,Hungary,1,2,Friendly,Vienna,Austria,FALSE
19171223,Switzerland,Austria,0,1,Friendly,Basel,Switzerland,FALSE
19171226,Switzerland,Austria,3,2,Friendly,Zurich,Switzerland,FALSE
19180414,Hungary,Austria,2,0,Friendly,Budapest,Hungary,FALSE
19180509,Austria,Switzerland,5,1,Friendly,Vienna,Austria,FALSE
19180512,Hungary,Switzerland,2,1,Friendly,Budapest,Hungary,FALSE
19180526,Sweden,Norway,2,0,Friendly,Stockholm,Sweden,FALSE
19180602,Austria,Hungary,0,2,Friendly,Vienna,Austria,FALSE
19180602,Denmark,Sweden,3,0,Friendly,Copenhagen,Denmark,FALSE
19180616,Norway,Denmark,3,1,Friendly,Kristiania,Norway,FALSE
19180718,Uruguay,Argentina,1,1,Copa Premio Honor Uruguayo,Montevideo,Uruguay,FALSE
19180728,Uruguay,Argentina,3,1,Copa Premio Honor Uruguayo,Montevideo,Uruguay,FALSE
19180815,Argentina,Uruguay,0,0,Copa Premio Honor Argentino,Buenos Aires,Argentina,FALSE
19180825,Argentina,Uruguay,2,1,Copa Premio Honor Argentino,Buenos Aires,Argentina,FALSE
19180915,Norway,Sweden,2,1,Friendly,Kristiania,Norway,FALSE
19180920,Uruguay,Argentina,1,1,Copa Lipton,Montevideo,Uruguay,FALSE
19180929,Argentina,Uruguay,2,0,Copa Newton,Buenos Aires,Argentina,FALSE
19181006,Austria,Hungary,0,3,Friendly,Vienna,Austria,FALSE
19181006,Denmark,Norway,4,0,Friendly,Copenhagen,Denmark,FALSE
19181020,Sweden,Denmark,1,2,Friendly,Gothenburg,Sweden,FALSE
19190309,Belgium,France,2,2,Friendly,Brussels,Belgium,FALSE
19190406,Hungary,Austria,2,1,Friendly,Budapest,Hungary,FALSE
19190511,Brazil,Chile,6,0,Copa America,Rio de Janeiro,Brazil,FALSE
19190511,Paraguay,Argentina,1,5,Friendly,Asuncion,Paraguay,FALSE
19190513,Argentina,Uruguay,2,3,Copa America,Rio de Janeiro,Brazil,TRUE
19190515,Paraguay,Argentina,0,3,Friendly,Asuncion,Paraguay,FALSE
19190517,Chile,Uruguay,0,2,Copa America,Rio de Janeiro,Brazil,TRUE
19190518,Brazil,Argentina,3,1,Copa America,Rio de Janeiro,Brazil,FALSE
19190521,Paraguay,Argentina,1,2,Friendly,Asuncion,Paraguay,FALSE
19190522,Argentina,Chile,4,1,Copa America,Rio de Janeiro,Brazil,TRUE
19190524,Paraguay,Argentina,1,2,Friendly,Asuncion,Paraguay,FALSE
19190526,Brazil,Uruguay,2,2,Copa America,Rio de Janeiro,Brazil,FALSE
19190529,Brazil,Uruguay,1,0,Copa America,Rio de Janeiro,Brazil,FALSE
19190529,Sweden,Finland,1,0,Friendly,Stockholm,Sweden,FALSE
19190601,Brazil,Argentina,3,3,Friendly,Rio de Janeiro,Brazil,FALSE
19190605,Denmark,Sweden,3,0,Friendly,Copenhagen,Denmark,FALSE
19190609,Netherlands,Sweden,3,1,Friendly,Amsterdam,Netherlands,FALSE
19190612,Denmark,Norway,5,1,Friendly,Copenhagen,Denmark,FALSE
19190629,Norway,Sweden,4,3,Friendly,Kristiania,Norway,FALSE
19190718,Uruguay,Argentina,4,1,Copa Premio Honor Uruguayo,Montevideo,Uruguay,FALSE
19190824,Sweden,Netherlands,4,1,Friendly,Stockholm,Sweden,FALSE
19190824,Uruguay,Argentina,2,1,Copa Newton,Montevideo,Uruguay,FALSE
19190831,Norway,Netherlands,1,1,Friendly,Oslo,Norway,FALSE
19190907,Argentina,Uruguay,1,2,Copa Lipton,Buenos Aires,Argentina,FALSE
19190914,Sweden,Norway,1,5,Friendly,Gothenburg,Sweden,FALSE
19190921,Norway,Denmark,3,2,Friendly,Kristiania,Norway,FALSE
19190928,Finland,Sweden,3,3,Friendly,Helsinki,Finland,FALSE
19191005,Austria,Hungary,2,0,Friendly,Vienna,Austria,FALSE
19191012,Sweden,Denmark,3,0,Friendly,Stockholm,Sweden,FALSE
19191019,Argentina,Uruguay,6,1,Copa Premio Honor Argentino,Buenos Aires,Argentina,FALSE
19191025,Northern Ireland,England,1,1,British Championship,Belfast,Ireland,FALSE
19191109,Hungary,Austria,3,2,Friendly,Budapest,Hungary,FALSE
19191207,Uruguay,Argentina,4,2,Friendly,Montevideo,Uruguay,FALSE
19200118,Italy,France,9,4,Friendly,Milan,Italy,FALSE
19200214,Northern Ireland,Wales,2,2,British Championship,Belfast,Ireland,FALSE
19200226,Wales,Scotland,1,1,British Championship,Cardiff,Wales,FALSE
19200229,Switzerland,France,0,2,Friendly,Geneva,Switzerland,FALSE
19200313,Scotland,Northern Ireland,3,0,British Championship,Glasgow,Scotland,FALSE
19200315,England,Wales,1,2,British Championship,London,England,FALSE
19200328,France,Belgium,2,1,Friendly,Paris,France,FALSE
19200328,Switzerland,Italy,3,0,Friendly,Berne,Switzerland,FALSE
19200405,Netherlands,Denmark,2,0,Friendly,Amsterdam,Netherlands,FALSE
19200410,England,Scotland,5,4,British Championship,Sheffield,England,FALSE
19200502,Austria,Hungary,2,2,Friendly,Vienna,Austria,FALSE
19200513,Italy,Netherlands,1,1,Friendly,Genoa,Italy,FALSE
19200516,Switzerland,Netherlands,2,1,Friendly,Basel,Switzerland,FALSE
19200530,Sweden,Finland,4,0,Friendly,Stockholm,Sweden,FALSE
19200606,Sweden,Switzerland,0,1,Friendly,Stockholm,Sweden,FALSE
19200613,Norway,Denmark,1,1,Friendly,Kristiania,Norway,FALSE
19200627,Norway,Sweden,0,3,Friendly,Kristiania,Norway,FALSE
19200627,Switzerland,Germany,4,1,Friendly,Zurich,Switzerland,FALSE
19200718,Uruguay,Argentina,2,0,Copa Premio Honor Uruguayo,Montevideo,Uruguay,FALSE
19200725,Argentina,Uruguay,1,3,Copa Newton,Buenos Aires,Argentina,FALSE
19200808,Argentina,Uruguay,1,0,Copa Premio Honor Argentino,Buenos Aires,Argentina,FALSE
19200911,Chile,Brazil,0,1,Copa America,Vina del Mar,Chile,FALSE
19200912,Uruguay,Argentina,1,1,Copa America,Vina del Mar,Chile,TRUE
19200918,Brazil,Uruguay,0,6,Copa America,Vina del Mar,Chile,TRUE
19200919,Finland,Sweden,1,0,Friendly,Helsinki,Finland,FALSE
19200920,Chile,Argentina,1,1,Copa America,Vina del Mar,Chile,FALSE
19200925,Argentina,Brazil,2,0,Copa America,Vina del Mar,Chile,TRUE
19200926,Austria,Germany,3,2,Friendly,Vienna,Austria,FALSE
19200926,Sweden,Norway,0,0,Friendly,Stockholm,Sweden,FALSE
19201003,Chile,Uruguay,1,2,Copa America,Vina del Mar,Chile,FALSE
19201010,Sweden,Denmark,0,2,Friendly,Stockholm,Sweden,FALSE
19201017,Finland,Estonia,6,0,Friendly,Helsinki,Finland,FALSE
19201023,England,Northern Ireland,2,0,British Championship,Sunderland,England,FALSE
19201024,Germany,Hungary,1,0,Friendly,Berlin,Germany,FALSE
19201107,Hungary,Austria,1,2,Friendly,Budapest,Hungary,FALSE
19210212,Scotland,Wales,2,1,British Championship,Aberdeen,Scotland,FALSE
19210220,France,Italy,1,2,Friendly,Marseilles,France,FALSE
19210226,Northern Ireland,Scotland,0,2,British Championship,Belfast,Ireland,FALSE
19210306,Belgium,France,3,1,Friendly,Forest,Belgium,FALSE
19210306,Italy,Switzerland,2,1,Friendly,Milan,Italy,FALSE
19210314,Wales,England,0,0,British Championship,Cardiff,Wales,FALSE
19210326,Austria,Sweden,2,2,Friendly,Vienna,Austria,FALSE
19210407,Paraguay,Argentina,3,1,Friendly,Asuncion,Paraguay,FALSE
19210409,Scotland,England,3,0,British Championship,Glasgow,Scotland,FALSE
19210409,Wales,Northern Ireland,2,1,British Championship,Swansea,Wales,FALSE
19210414,Paraguay,Argentina,2,2,Friendly,Asuncion,Paraguay,FALSE
19210424,Austria,Hungary,4,1,Friendly,Vienna,Austria,FALSE
19210501,Switzerland,Austria,2,2,Friendly,Sankt Gallen,Switzerland,FALSE
19210505,Belgium,Italy,2,3,Friendly,Antwerp,Belgium,FALSE
19210505,Germany,Austria,3,3,Friendly,Dresden,Germany,FALSE
19210508,Netherlands,Italy,2,2,Friendly,Amsterdam,Netherlands,FALSE
19210515,Belgium,Netherlands,1,1,Friendly,Antwerp,Belgium,FALSE
19210521,Belgium,England,0,2,Friendly,Brussels,Belgium,FALSE
19210525,Norway,Finland,3,2,Friendly,Kristiania,Norway,FALSE
19210529,Sweden,Finland,0,3,Friendly,Stockholm,Sweden,FALSE
19210530,Japan,Philippines,0,3,Friendly,Shanghai,China,TRUE
19210605,Hungary,Germany,3,0,Friendly,Budapest,Hungary,FALSE
19210612,Denmark,Netherlands,1,1,Friendly,Copenhagen,Denmark,FALSE
19210619,Norway,Sweden,3,1,Friendly,Kristiania,Norway,FALSE
19210709,Canada,Scotland,0,1,Friendly,Montreal,Canada,FALSE
19210722,Estonia,Sweden,0,0,Friendly,Tallinn,Estonia,FALSE
19210724,Sweden,Austria,1,3,Friendly,Stockholm,Sweden,FALSE
19210731,Finland,Austria,2,3,Friendly,Helsinki,Finland,FALSE
19210828,Estonia,Finland,0,3,Friendly,Tallinn,Estonia,FALSE
19210914,Costa Rica,El Salvador,7,0,Friendly,Guatemala,Guatemala,TRUE
19210918,Finland,Germany,3,3,Friendly,Helsinki,Finland,FALSE
19210918,Guatemala,Costa Rica,0,6,Friendly,Guatemala,Guatemala,FALSE
19210918,Sweden,Norway,0,3,Friendly,Stockholm,Sweden,FALSE
19210925,Chile,Argentina,1,4,Friendly,Vina del Mar,Chile,FALSE
19211002,Argentina,Brazil,1,0,Copa America,Buenos Aires,Argentina,FALSE
19211002,Chile,Argentina,1,1,Friendly,Santiago,Chile,FALSE
19211002,Denmark,Norway,3,1,Friendly,Copenhagen,Denmark,FALSE
19211009,Paraguay,Uruguay,2,1,Copa America,Buenos Aires,Argentina,TRUE
19211009,Sweden,Denmark,0,0,Friendly,Stockholm,Sweden,FALSE
19211012,Brazil,Paraguay,3,0,Copa America,Buenos Aires,Argentina,TRUE
19211016,Argentina,Paraguay,3,0,Copa America,Buenos Aires,Argentina,FALSE
19211022,Northern Ireland,England,1,1,British Championship,Belfast,Ireland,FALSE
19211023,Brazil,Uruguay,1,2,Copa America,Buenos Aires,Argentina,TRUE
19211028,Czechoslovakia,Yugoslavia,6,1,Friendly,Prague,Czechoslovakia,FALSE
19211030,Argentina,Uruguay,1,0,Copa America,Buenos Aires,Argentina,FALSE
19211102,Uruguay,Paraguay,4,2,Friendly,Montevideo,Uruguay,FALSE
19211106,Hungary,Sweden,4,2,Friendly,Budapest,Hungary,FALSE
19211106,Switzerland,Italy,1,1,Friendly,Geneva,Switzerland,FALSE
19211113,Czechoslovakia,Sweden,2,2,Friendly,Prague,Czechoslovakia,FALSE
19211113,France,Netherlands,0,5,Friendly,Vincennes,France,FALSE
19211218,Hungary,Poland,1,0,Friendly,Budapest,Hungary,FALSE
19211218,Spain,Portugal,3,1,Friendly,Madrid,Spain,FALSE
19220115,France,Belgium,2,1,Friendly,Colombes,France,FALSE
19220115,Italy,Austria,3,3,Friendly,Milan,Italy,FALSE
19220204,Wales,Scotland,2,1,British Championship,Wrexham,Wales,FALSE
19220226,Italy,Czechoslovakia,1,1,Friendly,Turin,Italy,FALSE
19220304,Scotland,Northern Ireland,2,1,British Championship,Glasgow,Scotland,FALSE
19220313,England,Wales,1,0,British Championship,Liverpool,England,FALSE
19220326,Belgium,Netherlands,4,0,Friendly,Antwerp,Belgium,FALSE
19220326,Germany,Switzerland,2,2,Friendly,Frankfurt am Main,Germany,FALSE
19220408,England,Scotland,0,1,British Championship,Birmingham,England,FALSE
19220415,Belgium,Denmark,0,0,Friendly,Liege,Belgium,FALSE
19220417,Netherlands,Denmark,2,0,Friendly,Amsterdam,Netherlands,FALSE
19220423,Austria,Germany,0,2,Friendly,Vienna,Austria,FALSE
19220430,France,Spain,0,4,Friendly,Le Bouscat,France,FALSE
19220430,Hungary,Austria,1,1,Friendly,Budapest,Hungary,FALSE
19220507,Netherlands,Belgium,1,2,Friendly,Amsterdam,Netherlands,FALSE
19220514,Poland,Hungary,0,3,Friendly,Cracow,Poland,FALSE
19220521,Italy,Belgium,4,2,Friendly,Milan,Italy,FALSE
19220525,Norway,Northern Ireland,2,1,Friendly,Bergen,Norway,FALSE
19220528,Sweden,Poland,1,2,Friendly,Stockholm,Sweden,FALSE
19220605,Finland,Sweden,1,4,Friendly,Helsinki,Finland,FALSE
19220608,Yugoslavia,Romania,1,2,Friendly,Belgrade,Yugoslavia,FALSE
19220611,Austria,Switzerland,7,1,Friendly,Vienna,Austria,FALSE
19220611,Denmark,Czechoslovakia,0,3,Friendly,Copenhagen,Denmark,FALSE
19220611,Norway,France,7,0,Friendly,Kristiania,Norway,FALSE
19220615,Hungary,Switzerland,1,1,Friendly,Budapest,Hungary,FALSE
19220617,New Zealand,Australia,3,1,Friendly,Dunedin,New Zealand,FALSE
19220624,New Zealand,Australia,1,1,Friendly,Wellington,New Zealand,FALSE
19220628,Yugoslavia,Czechoslovakia,4,3,Friendly,Zagreb,Yugoslavia,FALSE
19220702,Germany,Hungary,0,0,Friendly,Bochum,Germany,FALSE
19220708,New Zealand,Australia,3,1,Friendly,Auckland,New Zealand,FALSE
19220709,Sweden,Hungary,1,1,Friendly,Stockholm,Sweden,FALSE
19220713,Finland,Hungary,1,5,Friendly,Helsinki,Finland,FALSE
19220811,Finland,Estonia,10,2,Friendly,Helsinki,Finland,FALSE
19220813,Sweden,Czechoslovakia,0,2,Friendly,Stockholm,Sweden,FALSE
19220823,Sweden,Norway,0,0,Friendly,Stockholm,Sweden,FALSE
19220826,Finland,Norway,1,3,Friendly,Helsinki,Finland,FALSE
19220903,Romania,Poland,1,1,Friendly,Cernauti,Romania,FALSE
19220910,Norway,Denmark,3,3,Friendly,Fredrikstad,Norway,FALSE
19220917,Brazil,Chile,1,1,Copa America,Rio de Janeiro,Brazil,FALSE
19220923,Chile,Uruguay,0,2,Copa America,Rio de Janeiro,Brazil,TRUE
19220924,Austria,Hungary,2,2,Friendly,Vienna,Austria,FALSE
19220924,Brazil,Paraguay,1,1,Copa America,Rio de Janeiro,Brazil,FALSE
19220924,Latvia,Estonia,1,1,Friendly,Riga,Latvia,FALSE
19220924,Norway,Sweden,0,5,Friendly,Kristiania,Norway,FALSE
19220928,Argentina,Chile,4,0,Copa America,Rio de Janeiro,Brazil,TRUE
19221001,Brazil,Uruguay,0,0,Copa America,Rio de Janeiro,Brazil,FALSE
19221001,Denmark,Sweden,1,2,Friendly,Copenhagen,Denmark,FALSE
19221001,Yugoslavia,Poland,1,3,Friendly,Zagreb,Yugoslavia,FALSE
19221005,Chile,Paraguay,0,3,Copa America,Rio de Janeiro,Brazil,TRUE
19221008,Argentina,Uruguay,0,1,Copa America,Rio de Janeiro,Brazil,TRUE
19221012,Paraguay,Uruguay,1,0,Copa America,Rio de Janeiro,Brazil,TRUE
19221015,Brazil,Argentina,2,0,Copa America,Rio de Janeiro,Brazil,FALSE
19221018,Argentina,Paraguay,2,0,Copa America,Rio de Janeiro,Brazil,TRUE
19221021,England,Northern Ireland,2,0,British Championship,West Bromwich,England,FALSE
19221022,Argentina,Chile,1,0,Friendly,Buenos Aires,Argentina,FALSE
19221022,Brazil,Paraguay,3,0,Copa America,Rio de Janeiro,Brazil,FALSE
19221022,Brazil,Argentina,2,1,Copa Roca,Sao Paulo,Brazil,FALSE
19221029,Brazil,Paraguay,3,1,Friendly,Sao Paulo,Brazil,FALSE
19221112,Uruguay,Argentina,1,0,Copa Lipton,Montevideo,Uruguay,FALSE
19221119,Switzerland,Netherlands,5,0,Friendly,Berne,Switzerland,FALSE
